"Notes"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	"States"	"States Code"	"Year"	"Year Code"	"Sex"	"Sex Code"	Count
	"Breast"	"26000"	"Georgia"	"13"	"2015"	"2015"	"Female"	"F"	830
	"Breast"	"26000"	"Georgia"	"13"	"2015"	"2015"	"Male"	"M"	0
	"Breast"	"26000"	"Georgia"	"13"	"2016"	"2016"	"Female"	"F"	852
	"Breast"	"26000"	"Georgia"	"13"	"2016"	"2016"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Georgia"	"13"	"2017"	"2017"	"Female"	"F"	832
	"Breast"	"26000"	"Georgia"	"13"	"2017"	"2017"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Georgia"	"13"	"2018"	"2018"	"Female"	"F"	823
	"Breast"	"26000"	"Georgia"	"13"	"2018"	"2018"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Hawaii"	"15"	"2014"	"2014"	"Female"	"F"	102
	"Breast"	"26000"	"Hawaii"	"15"	"2014"	"2014"	"Male"	"M"	0
	"Breast"	"26000"	"Hawaii"	"15"	"2015"	"2015"	"Female"	"F"	108
	"Breast"	"26000"	"Hawaii"	"15"	"2015"	"2015"	"Male"	"M"	0
	"Breast"	"26000"	"Hawaii"	"15"	"2016"	"2016"	"Female"	"F"	91
	"Breast"	"26000"	"Hawaii"	"15"	"2016"	"2016"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Hawaii"	"15"	"2017"	"2017"	"Female"	"F"	107
	"Breast"	"26000"	"Hawaii"	"15"	"2017"	"2017"	"Male"	"M"	0
	"Breast"	"26000"	"Hawaii"	"15"	"2018"	"2018"	"Female"	"F"	125
	"Breast"	"26000"	"Hawaii"	"15"	"2018"	"2018"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Idaho"	"16"	"2014"	"2014"	"Female"	"F"	124
	"Breast"	"26000"	"Idaho"	"16"	"2014"	"2014"	"Male"	"M"	0
	"Breast"	"26000"	"Idaho"	"16"	"2015"	"2015"	"Female"	"F"	101
	"Breast"	"26000"	"Idaho"	"16"	"2015"	"2015"	"Male"	"M"	0
	"Breast"	"26000"	"Idaho"	"16"	"2016"	"2016"	"Female"	"F"	95
	"Breast"	"26000"	"Idaho"	"16"	"2016"	"2016"	"Male"	"M"	0
	"Breast"	"26000"	"Idaho"	"16"	"2017"	"2017"	"Female"	"F"	141
	"Breast"	"26000"	"Idaho"	"16"	"2017"	"2017"	"Male"	"M"	0
	"Breast"	"26000"	"Idaho"	"16"	"2018"	"2018"	"Female"	"F"	129
	"Breast"	"26000"	"Idaho"	"16"	"2018"	"2018"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Illinois"	"17"	"2014"	"2014"	"Female"	"F"	1021
	"Breast"	"26000"	"Illinois"	"17"	"2014"	"2014"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Illinois"	"17"	"2015"	"2015"	"Female"	"F"	984
	"Breast"	"26000"	"Illinois"	"17"	"2015"	"2015"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Illinois"	"17"	"2016"	"2016"	"Female"	"F"	989
	"Breast"	"26000"	"Illinois"	"17"	"2016"	"2016"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Illinois"	"17"	"2017"	"2017"	"Female"	"F"	1020
	"Breast"	"26000"	"Illinois"	"17"	"2017"	"2017"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Illinois"	"17"	"2018"	"2018"	"Female"	"F"	1011
	"Breast"	"26000"	"Illinois"	"17"	"2018"	"2018"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Indiana"	"18"	"2014"	"2014"	"Female"	"F"	464
	"Breast"	"26000"	"Indiana"	"18"	"2014"	"2014"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Indiana"	"18"	"2015"	"2015"	"Female"	"F"	419
	"Breast"	"26000"	"Indiana"	"18"	"2015"	"2015"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Indiana"	"18"	"2016"	"2016"	"Female"	"F"	451
	"Breast"	"26000"	"Indiana"	"18"	"2016"	"2016"	"Male"	"M"	0
	"Breast"	"26000"	"Indiana"	"18"	"2017"	"2017"	"Female"	"F"	347
	"Breast"	"26000"	"Indiana"	"18"	"2017"	"2017"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Indiana"	"18"	"2018"	"2018"	"Female"	"F"	461
	"Breast"	"26000"	"Indiana"	"18"	"2018"	"2018"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Iowa"	"19"	"2014"	"2014"	"Female"	"F"	226
	"Breast"	"26000"	"Iowa"	"19"	"2014"	"2014"	"Male"	"M"	0
	"Breast"	"26000"	"Iowa"	"19"	"2015"	"2015"	"Female"	"F"	196
	"Breast"	"26000"	"Iowa"	"19"	"2015"	"2015"	"Male"	"M"	0
	"Breast"	"26000"	"Iowa"	"19"	"2016"	"2016"	"Female"	"F"	206
	"Breast"	"26000"	"Iowa"	"19"	"2016"	"2016"	"Male"	"M"	0
	"Breast"	"26000"	"Iowa"	"19"	"2017"	"2017"	"Female"	"F"	196
	"Breast"	"26000"	"Iowa"	"19"	"2017"	"2017"	"Male"	"M"	0
	"Breast"	"26000"	"Iowa"	"19"	"2018"	"2018"	"Female"	"F"	220
	"Breast"	"26000"	"Iowa"	"19"	"2018"	"2018"	"Male"	"M"	0
	"Breast"	"26000"	"Kansas"	"20"	"2014"	"2014"	"Female"	"F"	187
	"Breast"	"26000"	"Kansas"	"20"	"2014"	"2014"	"Male"	"M"	0
	"Breast"	"26000"	"Kansas"	"20"	"2015"	"2015"	"Female"	"F"	190
	"Breast"	"26000"	"Kansas"	"20"	"2015"	"2015"	"Male"	"M"	0
	"Breast"	"26000"	"Kansas"	"20"	"2016"	"2016"	"Female"	"F"	223
	"Breast"	"26000"	"Kansas"	"20"	"2016"	"2016"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Kansas"	"20"	"2017"	"2017"	"Female"	"F"	220
	"Breast"	"26000"	"Kansas"	"20"	"2017"	"2017"	"Male"	"M"	0
	"Breast"	"26000"	"Kansas"	"20"	"2018"	"2018"	"Female"	"F"	221
	"Breast"	"26000"	"Kansas"	"20"	"2018"	"2018"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Kentucky"	"21"	"2014"	"2014"	"Female"	"F"	327
	"Breast"	"26000"	"Kentucky"	"21"	"2014"	"2014"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Kentucky"	"21"	"2015"	"2015"	"Female"	"F"	318
	"Breast"	"26000"	"Kentucky"	"21"	"2015"	"2015"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Kentucky"	"21"	"2016"	"2016"	"Female"	"F"	329
	"Breast"	"26000"	"Kentucky"	"21"	"2016"	"2016"	"Male"	"M"	0
	"Breast"	"26000"	"Kentucky"	"21"	"2017"	"2017"	"Female"	"F"	315
	"Breast"	"26000"	"Kentucky"	"21"	"2017"	"2017"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Kentucky"	"21"	"2018"	"2018"	"Female"	"F"	309
	"Breast"	"26000"	"Kentucky"	"21"	"2018"	"2018"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Louisiana"	"22"	"2014"	"2014"	"Female"	"F"	306
	"Breast"	"26000"	"Louisiana"	"22"	"2014"	"2014"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Louisiana"	"22"	"2015"	"2015"	"Female"	"F"	328
	"Breast"	"26000"	"Louisiana"	"22"	"2015"	"2015"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Louisiana"	"22"	"2016"	"2016"	"Female"	"F"	335
	"Breast"	"26000"	"Louisiana"	"22"	"2016"	"2016"	"Male"	"M"	0
	"Breast"	"26000"	"Louisiana"	"22"	"2017"	"2017"	"Female"	"F"	367
	"Breast"	"26000"	"Louisiana"	"22"	"2017"	"2017"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Louisiana"	"22"	"2018"	"2018"	"Female"	"F"	347
	"Breast"	"26000"	"Louisiana"	"22"	"2018"	"2018"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Maine"	"23"	"2014"	"2014"	"Female"	"F"	99
	"Breast"	"26000"	"Maine"	"23"	"2014"	"2014"	"Male"	"M"	0
	"Breast"	"26000"	"Maine"	"23"	"2015"	"2015"	"Female"	"F"	108
	"Breast"	"26000"	"Maine"	"23"	"2015"	"2015"	"Male"	"M"	0
	"Breast"	"26000"	"Maine"	"23"	"2016"	"2016"	"Female"	"F"	93
	"Breast"	"26000"	"Maine"	"23"	"2016"	"2016"	"Male"	"M"	0
	"Breast"	"26000"	"Maine"	"23"	"2017"	"2017"	"Female"	"F"	84
	"Breast"	"26000"	"Maine"	"23"	"2017"	"2017"	"Male"	"M"	0
	"Breast"	"26000"	"Maine"	"23"	"2018"	"2018"	"Female"	"F"	89
	"Breast"	"26000"	"Maine"	"23"	"2018"	"2018"	"Male"	"M"	0
	"Breast"	"26000"	"Maryland"	"24"	"2014"	"2014"	"Female"	"F"	497
	"Breast"	"26000"	"Maryland"	"24"	"2014"	"2014"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Maryland"	"24"	"2015"	"2015"	"Female"	"F"	493
	"Breast"	"26000"	"Maryland"	"24"	"2015"	"2015"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Maryland"	"24"	"2016"	"2016"	"Female"	"F"	509
	"Breast"	"26000"	"Maryland"	"24"	"2016"	"2016"	"Male"	"M"	0
	"Breast"	"26000"	"Maryland"	"24"	"2017"	"2017"	"Female"	"F"	518
	"Breast"	"26000"	"Maryland"	"24"	"2017"	"2017"	"Male"	"M"	0
	"Breast"	"26000"	"Maryland"	"24"	"2018"	"2018"	"Female"	"F"	476
	"Breast"	"26000"	"Maryland"	"24"	"2018"	"2018"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Massachusetts"	"25"	"2014"	"2014"	"Female"	"F"	555
	"Breast"	"26000"	"Massachusetts"	"25"	"2014"	"2014"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Massachusetts"	"25"	"2015"	"2015"	"Female"	"F"	593
	"Breast"	"26000"	"Massachusetts"	"25"	"2015"	"2015"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Massachusetts"	"25"	"2016"	"2016"	"Female"	"F"	580
	"Breast"	"26000"	"Massachusetts"	"25"	"2016"	"2016"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Massachusetts"	"25"	"2017"	"2017"	"Female"	"F"	532
	"Breast"	"26000"	"Massachusetts"	"25"	"2017"	"2017"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Massachusetts"	"25"	"2018"	"2018"	"Female"	"F"	554
	"Breast"	"26000"	"Massachusetts"	"25"	"2018"	"2018"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Michigan"	"26"	"2014"	"2014"	"Female"	"F"	657
	"Breast"	"26000"	"Michigan"	"26"	"2014"	"2014"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Michigan"	"26"	"2015"	"2015"	"Female"	"F"	620
	"Breast"	"26000"	"Michigan"	"26"	"2015"	"2015"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Michigan"	"26"	"2016"	"2016"	"Female"	"F"	676
	"Breast"	"26000"	"Michigan"	"26"	"2016"	"2016"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Michigan"	"26"	"2017"	"2017"	"Female"	"F"	675
	"Breast"	"26000"	"Michigan"	"26"	"2017"	"2017"	"Male"	"M"	0
	"Breast"	"26000"	"Michigan"	"26"	"2018"	"2018"	"Female"	"F"	656
	"Breast"	"26000"	"Michigan"	"26"	"2018"	"2018"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Minnesota"	"27"	"2014"	"2014"	"Female"	"F"	391
	"Breast"	"26000"	"Minnesota"	"27"	"2014"	"2014"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Minnesota"	"27"	"2015"	"2015"	"Female"	"F"	418
	"Breast"	"26000"	"Minnesota"	"27"	"2015"	"2015"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Minnesota"	"27"	"2016"	"2016"	"Female"	"F"	368
	"Breast"	"26000"	"Minnesota"	"27"	"2016"	"2016"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Minnesota"	"27"	"2017"	"2017"	"Female"	"F"	407
	"Breast"	"26000"	"Minnesota"	"27"	"2017"	"2017"	"Male"	"M"	0
	"Breast"	"26000"	"Minnesota"	"27"	"2018"	"2018"	"Female"	"F"	432
	"Breast"	"26000"	"Minnesota"	"27"	"2018"	"2018"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Mississippi"	"28"	"2014"	"2014"	"Female"	"F"	210
	"Breast"	"26000"	"Mississippi"	"28"	"2014"	"2014"	"Male"	"M"	0
	"Breast"	"26000"	"Mississippi"	"28"	"2015"	"2015"	"Female"	"F"	201
	"Breast"	"26000"	"Mississippi"	"28"	"2015"	"2015"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Mississippi"	"28"	"2016"	"2016"	"Female"	"F"	215
	"Breast"	"26000"	"Mississippi"	"28"	"2016"	"2016"	"Male"	"M"	0
	"Breast"	"26000"	"Mississippi"	"28"	"2017"	"2017"	"Female"	"F"	207
	"Breast"	"26000"	"Mississippi"	"28"	"2017"	"2017"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Mississippi"	"28"	"2018"	"2018"	"Female"	"F"	216
	"Breast"	"26000"	"Mississippi"	"28"	"2018"	"2018"	"Male"	"M"	0
	"Breast"	"26000"	"Missouri"	"29"	"2014"	"2014"	"Female"	"F"	429
	"Breast"	"26000"	"Missouri"	"29"	"2014"	"2014"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Missouri"	"29"	"2015"	"2015"	"Female"	"F"	418
	"Breast"	"26000"	"Missouri"	"29"	"2015"	"2015"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Missouri"	"29"	"2016"	"2016"	"Female"	"F"	464
	"Breast"	"26000"	"Missouri"	"29"	"2016"	"2016"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Missouri"	"29"	"2017"	"2017"	"Female"	"F"	421
	"Breast"	"26000"	"Missouri"	"29"	"2017"	"2017"	"Male"	"M"	0
	"Breast"	"26000"	"Missouri"	"29"	"2018"	"2018"	"Female"	"F"	419
	"Breast"	"26000"	"Missouri"	"29"	"2018"	"2018"	"Male"	"M"	0
	"Breast"	"26000"	"Montana"	"30"	"2014"	"2014"	"Female"	"F"	59
	"Breast"	"26000"	"Montana"	"30"	"2014"	"2014"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Montana"	"30"	"2015"	"2015"	"Female"	"F"	68
	"Breast"	"26000"	"Montana"	"30"	"2015"	"2015"	"Male"	"M"	0
	"Breast"	"26000"	"Montana"	"30"	"2016"	"2016"	"Female"	"F"	62
	"Breast"	"26000"	"Montana"	"30"	"2016"	"2016"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Montana"	"30"	"2017"	"2017"	"Female"	"F"	74
	"Breast"	"26000"	"Montana"	"30"	"2017"	"2017"	"Male"	"M"	0
	"Breast"	"26000"	"Montana"	"30"	"2018"	"2018"	"Female"	"F"	81
	"Breast"	"26000"	"Montana"	"30"	"2018"	"2018"	"Male"	"M"	0
	"Breast"	"26000"	"Nebraska"	"31"	"2014"	"2014"	"Female"	"F"	115
	"Breast"	"26000"	"Nebraska"	"31"	"2014"	"2014"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Nebraska"	"31"	"2015"	"2015"	"Female"	"F"	132
	"Breast"	"26000"	"Nebraska"	"31"	"2015"	"2015"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Nebraska"	"31"	"2016"	"2016"	"Female"	"F"	123
	"Breast"	"26000"	"Nebraska"	"31"	"2016"	"2016"	"Male"	"M"	0
	"Breast"	"26000"	"Nebraska"	"31"	"2017"	"2017"	"Female"	"F"	135
	"Breast"	"26000"	"Nebraska"	"31"	"2017"	"2017"	"Male"	"M"	0
	"Breast"	"26000"	"Nebraska"	"31"	"2018"	"2018"	"Female"	"F"	141
	"Breast"	"26000"	"Nebraska"	"31"	"2018"	"2018"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Nevada"	"32"	"2014"	"2014"	"Female"	"F"	174
	"Breast"	"26000"	"Nevada"	"32"	"2014"	"2014"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Nevada"	"32"	"2015"	"2015"	"Female"	"F"	200
	"Breast"	"26000"	"Nevada"	"32"	"2015"	"2015"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Nevada"	"32"	"2016"	"2016"	"Female"	"F"	197
	"Breast"	"26000"	"Nevada"	"32"	"2016"	"2016"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Nevada"	"32"	"2017"	"2017"	"Female"	"F"	187
	"Breast"	"26000"	"Nevada"	"32"	"2017"	"2017"	"Male"	"M"	0
	"Breast"	"26000"	"Nevada"	"32"	"2018"	"2018"	"Female"	"F"	Missing
	"Breast"	"26000"	"Nevada"	"32"	"2018"	"2018"	"Male"	"M"	Missing
	"Breast"	"26000"	"New Hampshire"	"33"	"2014"	"2014"	"Female"	"F"	100
	"Breast"	"26000"	"New Hampshire"	"33"	"2014"	"2014"	"Male"	"M"	0
	"Breast"	"26000"	"New Hampshire"	"33"	"2015"	"2015"	"Female"	"F"	94
	"Breast"	"26000"	"New Hampshire"	"33"	"2015"	"2015"	"Male"	"M"	0
	"Breast"	"26000"	"New Hampshire"	"33"	"2016"	"2016"	"Female"	"F"	103
	"Breast"	"26000"	"New Hampshire"	"33"	"2016"	"2016"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"New Hampshire"	"33"	"2017"	"2017"	"Female"	"F"	119
	"Breast"	"26000"	"New Hampshire"	"33"	"2017"	"2017"	"Male"	"M"	0
	"Breast"	"26000"	"New Hampshire"	"33"	"2018"	"2018"	"Female"	"F"	94
	"Breast"	"26000"	"New Hampshire"	"33"	"2018"	"2018"	"Male"	"M"	0
	"Breast"	"26000"	"New Jersey"	"34"	"2014"	"2014"	"Female"	"F"	783
	"Breast"	"26000"	"New Jersey"	"34"	"2014"	"2014"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"New Jersey"	"34"	"2015"	"2015"	"Female"	"F"	741
	"Breast"	"26000"	"New Jersey"	"34"	"2015"	"2015"	"Male"	"M"	Suppressed
