"Notes"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	"States"	"States Code"	"Year"	"Year Code"	"Sex"	"Sex Code"	Count
	"Breast"	"26000"	"Connecticut"	"09"	"2015"	"2015"	"Male"	"M"	20
	"Breast"	"26000"	"Connecticut"	"09"	"2016"	"2016"	"Female"	"F"	1508
	"Breast"	"26000"	"Connecticut"	"09"	"2016"	"2016"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Connecticut"	"09"	"2017"	"2017"	"Female"	"F"	1527
	"Breast"	"26000"	"Connecticut"	"09"	"2017"	"2017"	"Male"	"M"	20
	"Breast"	"26000"	"Connecticut"	"09"	"2018"	"2018"	"Female"	"F"	1517
	"Breast"	"26000"	"Connecticut"	"09"	"2018"	"2018"	"Male"	"M"	26
	"Breast"	"26000"	"Delaware"	"10"	"2014"	"2014"	"Female"	"F"	415
	"Breast"	"26000"	"Delaware"	"10"	"2014"	"2014"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Delaware"	"10"	"2015"	"2015"	"Female"	"F"	404
	"Breast"	"26000"	"Delaware"	"10"	"2015"	"2015"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Delaware"	"10"	"2016"	"2016"	"Female"	"F"	422
	"Breast"	"26000"	"Delaware"	"10"	"2016"	"2016"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Delaware"	"10"	"2017"	"2017"	"Female"	"F"	382
	"Breast"	"26000"	"Delaware"	"10"	"2017"	"2017"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Delaware"	"10"	"2018"	"2018"	"Female"	"F"	453
	"Breast"	"26000"	"Delaware"	"10"	"2018"	"2018"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"District of Columbia"	"11"	"2014"	"2014"	"Female"	"F"	247
	"Breast"	"26000"	"District of Columbia"	"11"	"2014"	"2014"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"District of Columbia"	"11"	"2015"	"2015"	"Female"	"F"	209
	"Breast"	"26000"	"District of Columbia"	"11"	"2015"	"2015"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"District of Columbia"	"11"	"2016"	"2016"	"Female"	"F"	171
	"Breast"	"26000"	"District of Columbia"	"11"	"2016"	"2016"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"District of Columbia"	"11"	"2017"	"2017"	"Female"	"F"	219
	"Breast"	"26000"	"District of Columbia"	"11"	"2017"	"2017"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"District of Columbia"	"11"	"2018"	"2018"	"Female"	"F"	251
	"Breast"	"26000"	"District of Columbia"	"11"	"2018"	"2018"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Florida"	"12"	"2014"	"2014"	"Female"	"F"	7930
	"Breast"	"26000"	"Florida"	"12"	"2014"	"2014"	"Male"	"M"	103
	"Breast"	"26000"	"Florida"	"12"	"2015"	"2015"	"Female"	"F"	8366
	"Breast"	"26000"	"Florida"	"12"	"2015"	"2015"	"Male"	"M"	116
	"Breast"	"26000"	"Florida"	"12"	"2016"	"2016"	"Female"	"F"	8781
	"Breast"	"26000"	"Florida"	"12"	"2016"	"2016"	"Male"	"M"	111
	"Breast"	"26000"	"Florida"	"12"	"2017"	"2017"	"Female"	"F"	9028
	"Breast"	"26000"	"Florida"	"12"	"2017"	"2017"	"Male"	"M"	108
	"Breast"	"26000"	"Florida"	"12"	"2018"	"2018"	"Female"	"F"	9210
	"Breast"	"26000"	"Florida"	"12"	"2018"	"2018"	"Male"	"M"	109
	"Breast"	"26000"	"Georgia"	"13"	"2014"	"2014"	"Female"	"F"	2955
	"Breast"	"26000"	"Georgia"	"13"	"2014"	"2014"	"Male"	"M"	36
	"Breast"	"26000"	"Georgia"	"13"	"2015"	"2015"	"Female"	"F"	3182
	"Breast"	"26000"	"Georgia"	"13"	"2015"	"2015"	"Male"	"M"	39
	"Breast"	"26000"	"Georgia"	"13"	"2016"	"2016"	"Female"	"F"	3370
	"Breast"	"26000"	"Georgia"	"13"	"2016"	"2016"	"Male"	"M"	38
	"Breast"	"26000"	"Georgia"	"13"	"2017"	"2017"	"Female"	"F"	3434
	"Breast"	"26000"	"Georgia"	"13"	"2017"	"2017"	"Male"	"M"	45
	"Breast"	"26000"	"Georgia"	"13"	"2018"	"2018"	"Female"	"F"	3709
	"Breast"	"26000"	"Georgia"	"13"	"2018"	"2018"	"Male"	"M"	37
	"Breast"	"26000"	"Hawaii"	"15"	"2014"	"2014"	"Female"	"F"	494
	"Breast"	"26000"	"Hawaii"	"15"	"2014"	"2014"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Hawaii"	"15"	"2015"	"2015"	"Female"	"F"	527
	"Breast"	"26000"	"Hawaii"	"15"	"2015"	"2015"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Hawaii"	"15"	"2016"	"2016"	"Female"	"F"	570
	"Breast"	"26000"	"Hawaii"	"15"	"2016"	"2016"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Hawaii"	"15"	"2017"	"2017"	"Female"	"F"	601
	"Breast"	"26000"	"Hawaii"	"15"	"2017"	"2017"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Hawaii"	"15"	"2018"	"2018"	"Female"	"F"	660
	"Breast"	"26000"	"Hawaii"	"15"	"2018"	"2018"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Idaho"	"16"	"2014"	"2014"	"Female"	"F"	533
	"Breast"	"26000"	"Idaho"	"16"	"2014"	"2014"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Idaho"	"16"	"2015"	"2015"	"Female"	"F"	572
	"Breast"	"26000"	"Idaho"	"16"	"2015"	"2015"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Idaho"	"16"	"2016"	"2016"	"Female"	"F"	601
	"Breast"	"26000"	"Idaho"	"16"	"2016"	"2016"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Idaho"	"16"	"2017"	"2017"	"Female"	"F"	649
	"Breast"	"26000"	"Idaho"	"16"	"2017"	"2017"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Idaho"	"16"	"2018"	"2018"	"Female"	"F"	661
	"Breast"	"26000"	"Idaho"	"16"	"2018"	"2018"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Illinois"	"17"	"2014"	"2014"	"Female"	"F"	4546
	"Breast"	"26000"	"Illinois"	"17"	"2014"	"2014"	"Male"	"M"	46
	"Breast"	"26000"	"Illinois"	"17"	"2015"	"2015"	"Female"	"F"	4668
	"Breast"	"26000"	"Illinois"	"17"	"2015"	"2015"	"Male"	"M"	47
	"Breast"	"26000"	"Illinois"	"17"	"2016"	"2016"	"Female"	"F"	4725
	"Breast"	"26000"	"Illinois"	"17"	"2016"	"2016"	"Male"	"M"	66
	"Breast"	"26000"	"Illinois"	"17"	"2017"	"2017"	"Female"	"F"	4696
	"Breast"	"26000"	"Illinois"	"17"	"2017"	"2017"	"Male"	"M"	61
	"Breast"	"26000"	"Illinois"	"17"	"2018"	"2018"	"Female"	"F"	4933
	"Breast"	"26000"	"Illinois"	"17"	"2018"	"2018"	"Male"	"M"	57
	"Breast"	"26000"	"Indiana"	"18"	"2014"	"2014"	"Female"	"F"	2285
	"Breast"	"26000"	"Indiana"	"18"	"2014"	"2014"	"Male"	"M"	27
	"Breast"	"26000"	"Indiana"	"18"	"2015"	"2015"	"Female"	"F"	2388
	"Breast"	"26000"	"Indiana"	"18"	"2015"	"2015"	"Male"	"M"	22
	"Breast"	"26000"	"Indiana"	"18"	"2016"	"2016"	"Female"	"F"	2324
	"Breast"	"26000"	"Indiana"	"18"	"2016"	"2016"	"Male"	"M"	32
	"Breast"	"26000"	"Indiana"	"18"	"2017"	"2017"	"Female"	"F"	2424
	"Breast"	"26000"	"Indiana"	"18"	"2017"	"2017"	"Male"	"M"	22
	"Breast"	"26000"	"Indiana"	"18"	"2018"	"2018"	"Female"	"F"	2494
	"Breast"	"26000"	"Indiana"	"18"	"2018"	"2018"	"Male"	"M"	22
	"Breast"	"26000"	"Iowa"	"19"	"2014"	"2014"	"Female"	"F"	1168
	"Breast"	"26000"	"Iowa"	"19"	"2014"	"2014"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Iowa"	"19"	"2015"	"2015"	"Female"	"F"	1197
	"Breast"	"26000"	"Iowa"	"19"	"2015"	"2015"	"Male"	"M"	17
	"Breast"	"26000"	"Iowa"	"19"	"2016"	"2016"	"Female"	"F"	1242
	"Breast"	"26000"	"Iowa"	"19"	"2016"	"2016"	"Male"	"M"	17
	"Breast"	"26000"	"Iowa"	"19"	"2017"	"2017"	"Female"	"F"	1375
	"Breast"	"26000"	"Iowa"	"19"	"2017"	"2017"	"Male"	"M"	19
	"Breast"	"26000"	"Iowa"	"19"	"2018"	"2018"	"Female"	"F"	1295
	"Breast"	"26000"	"Iowa"	"19"	"2018"	"2018"	"Male"	"M"	21
	"Breast"	"26000"	"Kansas"	"20"	"2014"	"2014"	"Female"	"F"	999
	"Breast"	"26000"	"Kansas"	"20"	"2014"	"2014"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Kansas"	"20"	"2015"	"2015"	"Female"	"F"	1088
	"Breast"	"26000"	"Kansas"	"20"	"2015"	"2015"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Kansas"	"20"	"2016"	"2016"	"Female"	"F"	1071
	"Breast"	"26000"	"Kansas"	"20"	"2016"	"2016"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Kansas"	"20"	"2017"	"2017"	"Female"	"F"	1086
	"Breast"	"26000"	"Kansas"	"20"	"2017"	"2017"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Kansas"	"20"	"2018"	"2018"	"Female"	"F"	1159
	"Breast"	"26000"	"Kansas"	"20"	"2018"	"2018"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Kentucky"	"21"	"2014"	"2014"	"Female"	"F"	1589
	"Breast"	"26000"	"Kentucky"	"21"	"2014"	"2014"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Kentucky"	"21"	"2015"	"2015"	"Female"	"F"	1636
	"Breast"	"26000"	"Kentucky"	"21"	"2015"	"2015"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Kentucky"	"21"	"2016"	"2016"	"Female"	"F"	1633
	"Breast"	"26000"	"Kentucky"	"21"	"2016"	"2016"	"Male"	"M"	17
	"Breast"	"26000"	"Kentucky"	"21"	"2017"	"2017"	"Female"	"F"	1736
	"Breast"	"26000"	"Kentucky"	"21"	"2017"	"2017"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Kentucky"	"21"	"2018"	"2018"	"Female"	"F"	1845
	"Breast"	"26000"	"Kentucky"	"21"	"2018"	"2018"	"Male"	"M"	16
	"Breast"	"26000"	"Louisiana"	"22"	"2014"	"2014"	"Female"	"F"	1435
	"Breast"	"26000"	"Louisiana"	"22"	"2014"	"2014"	"Male"	"M"	24
	"Breast"	"26000"	"Louisiana"	"22"	"2015"	"2015"	"Female"	"F"	1621
	"Breast"	"26000"	"Louisiana"	"22"	"2015"	"2015"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Louisiana"	"22"	"2016"	"2016"	"Female"	"F"	1617
	"Breast"	"26000"	"Louisiana"	"22"	"2016"	"2016"	"Male"	"M"	33
	"Breast"	"26000"	"Louisiana"	"22"	"2017"	"2017"	"Female"	"F"	1690
	"Breast"	"26000"	"Louisiana"	"22"	"2017"	"2017"	"Male"	"M"	16
	"Breast"	"26000"	"Louisiana"	"22"	"2018"	"2018"	"Female"	"F"	1781
	"Breast"	"26000"	"Louisiana"	"22"	"2018"	"2018"	"Male"	"M"	22
	"Breast"	"26000"	"Maine"	"23"	"2014"	"2014"	"Female"	"F"	582
	"Breast"	"26000"	"Maine"	"23"	"2014"	"2014"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Maine"	"23"	"2015"	"2015"	"Female"	"F"	575
	"Breast"	"26000"	"Maine"	"23"	"2015"	"2015"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Maine"	"23"	"2016"	"2016"	"Female"	"F"	581
	"Breast"	"26000"	"Maine"	"23"	"2016"	"2016"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Maine"	"23"	"2017"	"2017"	"Female"	"F"	640
	"Breast"	"26000"	"Maine"	"23"	"2017"	"2017"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Maine"	"23"	"2018"	"2018"	"Female"	"F"	622
	"Breast"	"26000"	"Maine"	"23"	"2018"	"2018"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Maryland"	"24"	"2014"	"2014"	"Female"	"F"	2029
	"Breast"	"26000"	"Maryland"	"24"	"2014"	"2014"	"Male"	"M"	24
	"Breast"	"26000"	"Maryland"	"24"	"2015"	"2015"	"Female"	"F"	2075
	"Breast"	"26000"	"Maryland"	"24"	"2015"	"2015"	"Male"	"M"	26
	"Breast"	"26000"	"Maryland"	"24"	"2016"	"2016"	"Female"	"F"	2106
	"Breast"	"26000"	"Maryland"	"24"	"2016"	"2016"	"Male"	"M"	38
	"Breast"	"26000"	"Maryland"	"24"	"2017"	"2017"	"Female"	"F"	2249
	"Breast"	"26000"	"Maryland"	"24"	"2017"	"2017"	"Male"	"M"	30
	"Breast"	"26000"	"Maryland"	"24"	"2018"	"2018"	"Female"	"F"	2250
	"Breast"	"26000"	"Maryland"	"24"	"2018"	"2018"	"Male"	"M"	31
	"Breast"	"26000"	"Massachusetts"	"25"	"2014"	"2014"	"Female"	"F"	2680
	"Breast"	"26000"	"Massachusetts"	"25"	"2014"	"2014"	"Male"	"M"	27
	"Breast"	"26000"	"Massachusetts"	"25"	"2015"	"2015"	"Female"	"F"	2663
	"Breast"	"26000"	"Massachusetts"	"25"	"2015"	"2015"	"Male"	"M"	25
	"Breast"	"26000"	"Massachusetts"	"25"	"2016"	"2016"	"Female"	"F"	2804
	"Breast"	"26000"	"Massachusetts"	"25"	"2016"	"2016"	"Male"	"M"	30
	"Breast"	"26000"	"Massachusetts"	"25"	"2017"	"2017"	"Female"	"F"	2766
	"Breast"	"26000"	"Massachusetts"	"25"	"2017"	"2017"	"Male"	"M"	45
	"Breast"	"26000"	"Massachusetts"	"25"	"2018"	"2018"	"Female"	"F"	2596
	"Breast"	"26000"	"Massachusetts"	"25"	"2018"	"2018"	"Male"	"M"	33
	"Breast"	"26000"	"Michigan"	"26"	"2014"	"2014"	"Female"	"F"	3367
	"Breast"	"26000"	"Michigan"	"26"	"2014"	"2014"	"Male"	"M"	55
	"Breast"	"26000"	"Michigan"	"26"	"2015"	"2015"	"Female"	"F"	3602
	"Breast"	"26000"	"Michigan"	"26"	"2015"	"2015"	"Male"	"M"	48
	"Breast"	"26000"	"Michigan"	"26"	"2016"	"2016"	"Female"	"F"	3761
	"Breast"	"26000"	"Michigan"	"26"	"2016"	"2016"	"Male"	"M"	52
	"Breast"	"26000"	"Michigan"	"26"	"2017"	"2017"	"Female"	"F"	3706
	"Breast"	"26000"	"Michigan"	"26"	"2017"	"2017"	"Male"	"M"	54
	"Breast"	"26000"	"Michigan"	"26"	"2018"	"2018"	"Female"	"F"	4077
	"Breast"	"26000"	"Michigan"	"26"	"2018"	"2018"	"Male"	"M"	43
	"Breast"	"26000"	"Minnesota"	"27"	"2014"	"2014"	"Female"	"F"	1898
	"Breast"	"26000"	"Minnesota"	"27"	"2014"	"2014"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Minnesota"	"27"	"2015"	"2015"	"Female"	"F"	2036
	"Breast"	"26000"	"Minnesota"	"27"	"2015"	"2015"	"Male"	"M"	23
	"Breast"	"26000"	"Minnesota"	"27"	"2016"	"2016"	"Female"	"F"	2028
	"Breast"	"26000"	"Minnesota"	"27"	"2016"	"2016"	"Male"	"M"	16
	"Breast"	"26000"	"Minnesota"	"27"	"2017"	"2017"	"Female"	"F"	2242
	"Breast"	"26000"	"Minnesota"	"27"	"2017"	"2017"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Minnesota"	"27"	"2018"	"2018"	"Female"	"F"	2121
	"Breast"	"26000"	"Minnesota"	"27"	"2018"	"2018"	"Male"	"M"	21
	"Breast"	"26000"	"Mississippi"	"28"	"2014"	"2014"	"Female"	"F"	889
	"Breast"	"26000"	"Mississippi"	"28"	"2014"	"2014"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Mississippi"	"28"	"2015"	"2015"	"Female"	"F"	1002
	"Breast"	"26000"	"Mississippi"	"28"	"2015"	"2015"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Mississippi"	"28"	"2016"	"2016"	"Female"	"F"	1016
	"Breast"	"26000"	"Mississippi"	"28"	"2016"	"2016"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Mississippi"	"28"	"2017"	"2017"	"Female"	"F"	1062
	"Breast"	"26000"	"Mississippi"	"28"	"2017"	"2017"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Mississippi"	"28"	"2018"	"2018"	"Female"	"F"	1110
	"Breast"	"26000"	"Mississippi"	"28"	"2018"	"2018"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Missouri"	"29"	"2014"	"2014"	"Female"	"F"	2284
	"Breast"	"26000"	"Missouri"	"29"	"2014"	"2014"	"Male"	"M"	18
	"Breast"	"26000"	"Missouri"	"29"	"2015"	"2015"	"Female"	"F"	2358
	"Breast"	"26000"	"Missouri"	"29"	"2015"	"2015"	"Male"	"M"	32
	"Breast"	"26000"	"Missouri"	"29"	"2016"	"2016"	"Female"	"F"	2406
	"Breast"	"26000"	"Missouri"	"29"	"2016"	"2016"	"Male"	"M"	23
	"Breast"	"26000"	"Missouri"	"29"	"2017"	"2017"	"Female"	"F"	2468
	"Breast"	"26000"	"Missouri"	"29"	"2017"	"2017"	"Male"	"M"	29
	"Breast"	"26000"	"Missouri"	"29"	"2018"	"2018"	"Female"	"F"	2406
	"Breast"	"26000"	"Missouri"	"29"	"2018"	"2018"	"Male"	"M"	30
	"Breast"	"26000"	"Montana"	"30"	"2014"	"2014"	"Female"	"F"	397
	"Breast"	"26000"	"Montana"	"30"	"2014"	"2014"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Montana"	"30"	"2015"	"2015"	"Female"	"F"	449
	"Breast"	"26000"	"Montana"	"30"	"2015"	"2015"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Montana"	"30"	"2016"	"2016"	"Female"	"F"	421
	"Breast"	"26000"	"Montana"	"30"	"2016"	"2016"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Montana"	"30"	"2017"	"2017"	"Female"	"F"	499
	"Breast"	"26000"	"Montana"	"30"	"2017"	"2017"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Montana"	"30"	"2018"	"2018"	"Female"	"F"	479
	"Breast"	"26000"	"Montana"	"30"	"2018"	"2018"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Nebraska"	"31"	"2014"	"2014"	"Female"	"F"	643
	"Breast"	"26000"	"Nebraska"	"31"	"2014"	"2014"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Nebraska"	"31"	"2015"	"2015"	"Female"	"F"	709
	"Breast"	"26000"	"Nebraska"	"31"	"2015"	"2015"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Nebraska"	"31"	"2016"	"2016"	"Female"	"F"	700
	"Breast"	"26000"	"Nebraska"	"31"	"2016"	"2016"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Nebraska"	"31"	"2017"	"2017"	"Female"	"F"	693
	"Breast"	"26000"	"Nebraska"	"31"	"2017"	"2017"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Nebraska"	"31"	"2018"	"2018"	"Female"	"F"	772
	"Breast"	"26000"	"Nebraska"	"31"	"2018"	"2018"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Nevada"	"32"	"2014"	"2014"	"Female"	"F"	829
	"Breast"	"26000"	"Nevada"	"32"	"2014"	"2014"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Nevada"	"32"	"2015"	"2015"	"Female"	"F"	830
	"Breast"	"26000"	"Nevada"	"32"	"2015"	"2015"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Nevada"	"32"	"2016"	"2016"	"Female"	"F"	935
	"Breast"	"26000"	"Nevada"	"32"	"2016"	"2016"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Nevada"	"32"	"2017"	"2017"	"Female"	"F"	1031
	"Breast"	"26000"	"Nevada"	"32"	"2017"	"2017"	"Male"	"M"	17
	"Breast"	"26000"	"Nevada"	"32"	"2018"	"2018"	"Female"	"F"	Missing
	"Breast"	"26000"	"Nevada"	"32"	"2018"	"2018"	"Male"	"M"	Missing
	"Breast"	"26000"	"New Hampshire"	"33"	"2014"	"2014"	"Female"	"F"	556
	"Breast"	"26000"	"New Hampshire"	"33"	"2014"	"2014"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"New Hampshire"	"33"	"2015"	"2015"	"Female"	"F"	593
	"Breast"	"26000"	"New Hampshire"	"33"	"2015"	"2015"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"New Hampshire"	"33"	"2016"	"2016"	"Female"	"F"	599
	"Breast"	"26000"	"New Hampshire"	"33"	"2016"	"2016"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"New Hampshire"	"33"	"2017"	"2017"	"Female"	"F"	578
	"Breast"	"26000"	"New Hampshire"	"33"	"2017"	"2017"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"New Hampshire"	"33"	"2018"	"2018"	"Female"	"F"	603
	"Breast"	"26000"	"New Hampshire"	"33"	"2018"	"2018"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"New Jersey"	"34"	"2014"	"2014"	"Female"	"F"	3386
	"Breast"	"26000"	"New Jersey"	"34"	"2014"	"2014"	"Male"	"M"	49
	"Breast"	"26000"	"New Jersey"	"34"	"2015"	"2015"	"Female"	"F"	3452
	"Breast"	"26000"	"New Jersey"	"34"	"2015"	"2015"	"Male"	"M"	39
