"Notes"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	"States"	"States Code"	"Year"	"Year Code"	"Sex"	"Sex Code"	Count
	"Breast"	"26000"	"Indiana"	"18"	"2016"	"2016"	"Female"	"F"	2191
	"Breast"	"26000"	"Indiana"	"18"	"2016"	"2016"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Indiana"	"18"	"2017"	"2017"	"Female"	"F"	2291
	"Breast"	"26000"	"Indiana"	"18"	"2017"	"2017"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Indiana"	"18"	"2018"	"2018"	"Female"	"F"	2240
	"Breast"	"26000"	"Indiana"	"18"	"2018"	"2018"	"Male"	"M"	17
	"Breast"	"26000"	"Iowa"	"19"	"2014"	"2014"	"Female"	"F"	1007
	"Breast"	"26000"	"Iowa"	"19"	"2014"	"2014"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Iowa"	"19"	"2015"	"2015"	"Female"	"F"	1100
	"Breast"	"26000"	"Iowa"	"19"	"2015"	"2015"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Iowa"	"19"	"2016"	"2016"	"Female"	"F"	1084
	"Breast"	"26000"	"Iowa"	"19"	"2016"	"2016"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Iowa"	"19"	"2017"	"2017"	"Female"	"F"	1121
	"Breast"	"26000"	"Iowa"	"19"	"2017"	"2017"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Iowa"	"19"	"2018"	"2018"	"Female"	"F"	1135
	"Breast"	"26000"	"Iowa"	"19"	"2018"	"2018"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Kansas"	"20"	"2014"	"2014"	"Female"	"F"	928
	"Breast"	"26000"	"Kansas"	"20"	"2014"	"2014"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Kansas"	"20"	"2015"	"2015"	"Female"	"F"	972
	"Breast"	"26000"	"Kansas"	"20"	"2015"	"2015"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Kansas"	"20"	"2016"	"2016"	"Female"	"F"	958
	"Breast"	"26000"	"Kansas"	"20"	"2016"	"2016"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Kansas"	"20"	"2017"	"2017"	"Female"	"F"	1014
	"Breast"	"26000"	"Kansas"	"20"	"2017"	"2017"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Kansas"	"20"	"2018"	"2018"	"Female"	"F"	933
	"Breast"	"26000"	"Kansas"	"20"	"2018"	"2018"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Kentucky"	"21"	"2014"	"2014"	"Female"	"F"	1591
	"Breast"	"26000"	"Kentucky"	"21"	"2014"	"2014"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Kentucky"	"21"	"2015"	"2015"	"Female"	"F"	1579
	"Breast"	"26000"	"Kentucky"	"21"	"2015"	"2015"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Kentucky"	"21"	"2016"	"2016"	"Female"	"F"	1543
	"Breast"	"26000"	"Kentucky"	"21"	"2016"	"2016"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Kentucky"	"21"	"2017"	"2017"	"Female"	"F"	1518
	"Breast"	"26000"	"Kentucky"	"21"	"2017"	"2017"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Kentucky"	"21"	"2018"	"2018"	"Female"	"F"	1506
	"Breast"	"26000"	"Kentucky"	"21"	"2018"	"2018"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Louisiana"	"22"	"2014"	"2014"	"Female"	"F"	1629
	"Breast"	"26000"	"Louisiana"	"22"	"2014"	"2014"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Louisiana"	"22"	"2015"	"2015"	"Female"	"F"	1594
	"Breast"	"26000"	"Louisiana"	"22"	"2015"	"2015"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Louisiana"	"22"	"2016"	"2016"	"Female"	"F"	1559
	"Breast"	"26000"	"Louisiana"	"22"	"2016"	"2016"	"Male"	"M"	17
	"Breast"	"26000"	"Louisiana"	"22"	"2017"	"2017"	"Female"	"F"	1573
	"Breast"	"26000"	"Louisiana"	"22"	"2017"	"2017"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Louisiana"	"22"	"2018"	"2018"	"Female"	"F"	1644
	"Breast"	"26000"	"Louisiana"	"22"	"2018"	"2018"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Maine"	"23"	"2014"	"2014"	"Female"	"F"	535
	"Breast"	"26000"	"Maine"	"23"	"2014"	"2014"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Maine"	"23"	"2015"	"2015"	"Female"	"F"	499
	"Breast"	"26000"	"Maine"	"23"	"2015"	"2015"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Maine"	"23"	"2016"	"2016"	"Female"	"F"	520
	"Breast"	"26000"	"Maine"	"23"	"2016"	"2016"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Maine"	"23"	"2017"	"2017"	"Female"	"F"	536
	"Breast"	"26000"	"Maine"	"23"	"2017"	"2017"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Maine"	"23"	"2018"	"2018"	"Female"	"F"	505
	"Breast"	"26000"	"Maine"	"23"	"2018"	"2018"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Maryland"	"24"	"2014"	"2014"	"Female"	"F"	2349
	"Breast"	"26000"	"Maryland"	"24"	"2014"	"2014"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Maryland"	"24"	"2015"	"2015"	"Female"	"F"	2357
	"Breast"	"26000"	"Maryland"	"24"	"2015"	"2015"	"Male"	"M"	18
	"Breast"	"26000"	"Maryland"	"24"	"2016"	"2016"	"Female"	"F"	2269
	"Breast"	"26000"	"Maryland"	"24"	"2016"	"2016"	"Male"	"M"	16
	"Breast"	"26000"	"Maryland"	"24"	"2017"	"2017"	"Female"	"F"	2305
	"Breast"	"26000"	"Maryland"	"24"	"2017"	"2017"	"Male"	"M"	21
	"Breast"	"26000"	"Maryland"	"24"	"2018"	"2018"	"Female"	"F"	2220
	"Breast"	"26000"	"Maryland"	"24"	"2018"	"2018"	"Male"	"M"	18
	"Breast"	"26000"	"Massachusetts"	"25"	"2014"	"2014"	"Female"	"F"	2649
	"Breast"	"26000"	"Massachusetts"	"25"	"2014"	"2014"	"Male"	"M"	18
	"Breast"	"26000"	"Massachusetts"	"25"	"2015"	"2015"	"Female"	"F"	2658
	"Breast"	"26000"	"Massachusetts"	"25"	"2015"	"2015"	"Male"	"M"	18
	"Breast"	"26000"	"Massachusetts"	"25"	"2016"	"2016"	"Female"	"F"	2786
	"Breast"	"26000"	"Massachusetts"	"25"	"2016"	"2016"	"Male"	"M"	17
	"Breast"	"26000"	"Massachusetts"	"25"	"2017"	"2017"	"Female"	"F"	2751
	"Breast"	"26000"	"Massachusetts"	"25"	"2017"	"2017"	"Male"	"M"	17
	"Breast"	"26000"	"Massachusetts"	"25"	"2018"	"2018"	"Female"	"F"	2467
	"Breast"	"26000"	"Massachusetts"	"25"	"2018"	"2018"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Michigan"	"26"	"2014"	"2014"	"Female"	"F"	3465
	"Breast"	"26000"	"Michigan"	"26"	"2014"	"2014"	"Male"	"M"	26
	"Breast"	"26000"	"Michigan"	"26"	"2015"	"2015"	"Female"	"F"	3526
	"Breast"	"26000"	"Michigan"	"26"	"2015"	"2015"	"Male"	"M"	29
	"Breast"	"26000"	"Michigan"	"26"	"2016"	"2016"	"Female"	"F"	3553
	"Breast"	"26000"	"Michigan"	"26"	"2016"	"2016"	"Male"	"M"	24
	"Breast"	"26000"	"Michigan"	"26"	"2017"	"2017"	"Female"	"F"	3245
	"Breast"	"26000"	"Michigan"	"26"	"2017"	"2017"	"Male"	"M"	21
	"Breast"	"26000"	"Michigan"	"26"	"2018"	"2018"	"Female"	"F"	3527
	"Breast"	"26000"	"Michigan"	"26"	"2018"	"2018"	"Male"	"M"	28
	"Breast"	"26000"	"Minnesota"	"27"	"2014"	"2014"	"Female"	"F"	1928
	"Breast"	"26000"	"Minnesota"	"27"	"2014"	"2014"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Minnesota"	"27"	"2015"	"2015"	"Female"	"F"	1924
	"Breast"	"26000"	"Minnesota"	"27"	"2015"	"2015"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Minnesota"	"27"	"2016"	"2016"	"Female"	"F"	1900
	"Breast"	"26000"	"Minnesota"	"27"	"2016"	"2016"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Minnesota"	"27"	"2017"	"2017"	"Female"	"F"	2053
	"Breast"	"26000"	"Minnesota"	"27"	"2017"	"2017"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Minnesota"	"27"	"2018"	"2018"	"Female"	"F"	2002
	"Breast"	"26000"	"Minnesota"	"27"	"2018"	"2018"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Mississippi"	"28"	"2014"	"2014"	"Female"	"F"	969
	"Breast"	"26000"	"Mississippi"	"28"	"2014"	"2014"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Mississippi"	"28"	"2015"	"2015"	"Female"	"F"	955
	"Breast"	"26000"	"Mississippi"	"28"	"2015"	"2015"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Mississippi"	"28"	"2016"	"2016"	"Female"	"F"	1011
	"Breast"	"26000"	"Mississippi"	"28"	"2016"	"2016"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Mississippi"	"28"	"2017"	"2017"	"Female"	"F"	962
	"Breast"	"26000"	"Mississippi"	"28"	"2017"	"2017"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Mississippi"	"28"	"2018"	"2018"	"Female"	"F"	1014
	"Breast"	"26000"	"Mississippi"	"28"	"2018"	"2018"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Missouri"	"29"	"2014"	"2014"	"Female"	"F"	2195
	"Breast"	"26000"	"Missouri"	"29"	"2014"	"2014"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Missouri"	"29"	"2015"	"2015"	"Female"	"F"	2217
	"Breast"	"26000"	"Missouri"	"29"	"2015"	"2015"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Missouri"	"29"	"2016"	"2016"	"Female"	"F"	2183
	"Breast"	"26000"	"Missouri"	"29"	"2016"	"2016"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Missouri"	"29"	"2017"	"2017"	"Female"	"F"	2275
	"Breast"	"26000"	"Missouri"	"29"	"2017"	"2017"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Missouri"	"29"	"2018"	"2018"	"Female"	"F"	1994
	"Breast"	"26000"	"Missouri"	"29"	"2018"	"2018"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Montana"	"30"	"2014"	"2014"	"Female"	"F"	387
	"Breast"	"26000"	"Montana"	"30"	"2014"	"2014"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Montana"	"30"	"2015"	"2015"	"Female"	"F"	359
	"Breast"	"26000"	"Montana"	"30"	"2015"	"2015"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Montana"	"30"	"2016"	"2016"	"Female"	"F"	362
	"Breast"	"26000"	"Montana"	"30"	"2016"	"2016"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Montana"	"30"	"2017"	"2017"	"Female"	"F"	372
	"Breast"	"26000"	"Montana"	"30"	"2017"	"2017"	"Male"	"M"	0
	"Breast"	"26000"	"Montana"	"30"	"2018"	"2018"	"Female"	"F"	424
	"Breast"	"26000"	"Montana"	"30"	"2018"	"2018"	"Male"	"M"	0
	"Breast"	"26000"	"Nebraska"	"31"	"2014"	"2014"	"Female"	"F"	628
	"Breast"	"26000"	"Nebraska"	"31"	"2014"	"2014"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Nebraska"	"31"	"2015"	"2015"	"Female"	"F"	581
	"Breast"	"26000"	"Nebraska"	"31"	"2015"	"2015"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Nebraska"	"31"	"2016"	"2016"	"Female"	"F"	637
	"Breast"	"26000"	"Nebraska"	"31"	"2016"	"2016"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Nebraska"	"31"	"2017"	"2017"	"Female"	"F"	624
	"Breast"	"26000"	"Nebraska"	"31"	"2017"	"2017"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Nebraska"	"31"	"2018"	"2018"	"Female"	"F"	625
	"Breast"	"26000"	"Nebraska"	"31"	"2018"	"2018"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Nevada"	"32"	"2014"	"2014"	"Female"	"F"	792
	"Breast"	"26000"	"Nevada"	"32"	"2014"	"2014"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Nevada"	"32"	"2015"	"2015"	"Female"	"F"	831
	"Breast"	"26000"	"Nevada"	"32"	"2015"	"2015"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Nevada"	"32"	"2016"	"2016"	"Female"	"F"	853
	"Breast"	"26000"	"Nevada"	"32"	"2016"	"2016"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Nevada"	"32"	"2017"	"2017"	"Female"	"F"	910
	"Breast"	"26000"	"Nevada"	"32"	"2017"	"2017"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"Nevada"	"32"	"2018"	"2018"	"Female"	"F"	Missing
	"Breast"	"26000"	"Nevada"	"32"	"2018"	"2018"	"Male"	"M"	Missing
	"Breast"	"26000"	"New Hampshire"	"33"	"2014"	"2014"	"Female"	"F"	623
	"Breast"	"26000"	"New Hampshire"	"33"	"2014"	"2014"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"New Hampshire"	"33"	"2015"	"2015"	"Female"	"F"	632
	"Breast"	"26000"	"New Hampshire"	"33"	"2015"	"2015"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"New Hampshire"	"33"	"2016"	"2016"	"Female"	"F"	608
	"Breast"	"26000"	"New Hampshire"	"33"	"2016"	"2016"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"New Hampshire"	"33"	"2017"	"2017"	"Female"	"F"	535
	"Breast"	"26000"	"New Hampshire"	"33"	"2017"	"2017"	"Male"	"M"	Suppressed
	"Breast"	"26000"	"New Hampshire"	"33"	"2018"	"2018"	"Female"	"F"	591
	"Breast"	"26000"	"New Hampshire"	"33"	"2018"	"2018"	"Male"	"M"	0
	"Breast"	"26000"	"New Jersey"	"34"	"2014"	"2014"	"Female"	"F"	3417
	"Breast"	"26000"	"New Jersey"	"34"	"2014"	"2014"	"Male"	"M"	30
